27,1,215,153,227,227,-0.48496294,0,0.669767141,0,0.138451189,0,0.120728254,0,-0.13484484,0,-0.074331999,0,-0.120319009,0,0.273624182,0,0.134870529,0,1.922318101,0,-0.48496294,0,0.669767141,0,-0.5110287,-0.1465464,-1.272254,-1.186558,-2.129413,-1.517658,-3.241975,-0.9120749,-2.268706,-1.363669,-1.218642,0.4945633,0.0574193,-2.484459,-1.079297,-0.3931959,-2.64407,-2.0937,-2.615583,0.3159389,-8.968702,4.926676,2.382128,268.2528,214.0675,0,0,309.6207,223.6283,362.9084,218.284,0,0,403.5456,213.9646,335.1652,276.7533,0,0
28,1,215,153,226,226,-0.419171095,0,0.70426476,0,0.198053867,0,0.268478155,0,-0.126484454,0,-0.149335623,0,-0.117252231,0,0.247280121,0,0.167843461,0,1.866517901,0,-0.419171095,0,0.70426476,0,-0.5061008,-0.1627561,-1.320083,-1.091241,-2.048622,-1.474625,-3.285463,-0.9219646,-2.244505,-1.284968,-1.104657,0.5192335,0.01747246,-2.458572,-1.029455,-0.3385628,-2.66204,-2.081283,-2.62093,0.260735,-9.12128,4.829052,2.388889,269.3765,213.9724,0,0,308.0961,222.9259,361.9572,217.612,0,0,404.2487,214.3842,335.2453,276.4931,0,0
29,1,216,152,226,226,-0.426849365,0,0.642216682,0,-0.020506412,0,0.053120852,0,-0.130990446,0,-0.052492619,0,-0.063562751,0,0.408290863,0,0.259867311,0,1.935170054,0,-0.426849365,0,0.642216682,0,-0.5384406,-0.1712389,-1.36852,-1.488044,-2.064043,-1.582816,-3.171793,-0.8512094,-2.21336,-1.300337,-1.121977,0.5004357,0.1432955,-2.404415,-1.003506,-0.2871747,-2.681214,-2.074775,-2.511217,0.6021366,-8.625802,4.812283,2.259327,269.1823,212.0594,0,0,310.5653,222.0686,362.7507,218.3421,0,0,403.9324,212.9585,335.8841,276.6531,0,0
30,1,216,152,229,229,-0.242134571,0,0.373587012,0,-0.809052795,0,-0.598641872,0,0.056397855,0,0.200026989,0,0.331801593,0,0.65899539,0,0.502472281,0,1.919898272,0,-0.242134571,0,0.373587012,0,-0.4724826,-0.2459152,-1.315026,-2.444495,-2.087248,-1.766238,-2.884072,-0.8268288,-2.070448,-1.194631,-1.132535,0.7095313,0.4122708,-2.495705,-0.8320706,-0.08811906,-2.703558,-2.006969,-2.289649,1.165687,-8.322274,3.458704,2.213089,271.6829,212.9259,0,0,311.1307,222.1872,361.3871,219.395,0,0,410.1709,212.4442,337.0067,274.9847,0,0
31,1,220,153,223,223,-0.252074003,0,0.165864468,0,-1.072652191,0,-0.534040213,0,0.174477339,0,0.245074511,0,0.50976342,0,0.761772513,0,0.525874496,0,2.077481031,0,-0.252074003,0,0.50976342,0,-0.210607,-0.0643393,-1.156686,-2.7126,-2.206596,-1.80399,-2.710474,-0.8580567,-2.178772,-1.142506,-1.170351,0.6308887,-0.1630779,-2.257962,-0.8509361,-0.1876296,-2.724242,-2.010606,-2.020295,1.608905,-7.991071,2.437107,1.982664,273.6883,214.459,0,0,312.0691,221.135,360.9128,221.0946,0,0,408.9989,209.34,337.8259,273.2081,0,0
32,1,222,152,223,223,-0.199733019,0,0.122738361,0,-1.229264945,0,-0.549833536,0,0.102295816,0,0.190892339,0,0.390532434,0,0.679061413,0,0.543026567,0,2.058409691,0,-0.199733019,0,0.390532434,0,-0.178542,-0.0874523,-1.161587,-2.565516,-2.074829,-1.652641,-2.860176,-0.916392,-2.190468,-1.163939,-1.112997,0.573289,-0.3343343,-2.174833,-0.8455824,-0.1994669,-2.771734,-2.180228,-1.977444,1.603187,-7.767954,2.622168,1.97824,275.8375,212.5255,0,0,314.2422,221.1552,362.4198,219.7823,0,0,411.8435,210.5938,339.8352,271.5809,0,0
33,1,222,150,226,226,-0.362673044,0,0.053827524,0,-0.982074946,0,-0.566551208,0,-0.010986209,0,-0.004641533,0,0.377368212,0,0.48869884,0,0.34682548,0,2.083849192,0,-0.362673044,0,0.377368212,0,-0.1527326,-0.07163995,-1.203761,-2.377993,-2.172854,-1.732743,-3.075188,-0.9471372,-2.29111,-1.236379,-1.188165,0.64179,-0.1291678,-2.383907,-0.9647141,-0.2360274,-2.764003,-2.182613,-2.130618,1.145252,-6.99598,2.920137,2.008158,277.1634,211.8948,0,0,313.5902,219.1596,365.1985,217.1887,0,0,414.264,211.7143,341.2109,271.0145,0,0
34,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,224,150,221,221,-0.536772013,0,-0.107460976,0,-0.635752529,0,-0.138695717,0,-0.171970427,0,-0.298376799,0,-0.038596749,0,0.055309772,0,0.131627321,0,2.260320425,0,-0.536772013,0,-0.038596749,0,-0.1819464,-0.08662826,-1.38286,-1.865593,-2.32451,-1.872564,-3.633674,-1.12794,-2.488717,-1.334333,-1.135138,0.488458,-0.9129421,-1.898233,-1.189443,-0.489298,-2.806379,-2.345709,-2.063887,0.8879626,-6.66541,3.388143,1.605781,276.5595,209.6774,0,0,315.8076,217.0973,369.0859,215.1314,0,0,409.6721,212.1546,342.4537,269.2594,0,0
36,1,224,150,221,221,-0.433788061,0,-0.052384138,0,-0.563704222,0,-0.051303625,0,-0.110576689,0,-0.309951067,0,-0.231918812,0,-0.014117837,0,0.102661252,0,2.313667059,0,-0.433788061,0,-0.051303625,0,-0.2306867,-0.1309912,-1.373031,-1.7548,-2.378667,-1.897124,-3.68584,-1.175389,-2.484232,-1.299247,-1.262747,0.4124741,-0.9742462,-1.877638,-1.185517,-0.4930068,-2.826907,-2.364759,-1.99764,0.7116563,-7.143128,3.973645,1.573217,276.2142,209.1211,0,0,315.8144,217.166,369.4208,214.837,0,0,409.0891,210.7697,342.0467,268.69,0,0
37,1,223,150,221,221,-0.466803312,0,0.030162096,0,-0.3573232,0,0.229020596,0,-0.139644027,0,-0.334007263,0,-0.158659458,0,-0.033709884,0,0.076930642,0,2.258588076,0,-0.466803312,0,0.229020596,0,-0.1922422,-0.1079938,-1.360299,-1.540701,-2.34157,-1.867914,-3.716478,-1.145691,-2.523281,-1.278793,-1.188359,0.4295014,-1.081243,-1.871165,-1.172337,-0.5096614,-2.804592,-2.341771,-1.966862,0.6600135,-6.54136,3.815693,1.77084,275.4259,209.521,0,0,314.586,216.4643,366.8724,214.1521,0,0,408.8018,211.1969,341.0038,268.6146,0,0
38,1,222,149,221,221,-0.396125555,0,0.003490925,0,-0.32401219,0,0.273869753,0,-0.106559336,0,-0.329800844,0,-0.168491125,0,-0.039535046,0,0.044157386,0,2.266393423,0,-0.396125555,0,0.273869753,0,-0.1768161,-0.07242562,-1.336076,-1.476314,-2.33903,-1.833781,-3.736733,-1.131595,-2.472522,-1.264437,-1.232697,0.3562986,-1.064455,-1.839426,-1.203477,-0.5356985,-2.761103,-2.359108,-1.965319,0.6159272,-6.737123,4.034804,1.890325,274.1505,209.7346,0,0,313.4062,216.0609,365.2838,213.5196,0,0,407.7602,210.7571,340.2628,268.262,0,0
39,1,220,149,222,222,-0.471257448,0,0.078116417,0,-0.317224056,0,0.267747402,0,-0.150696576,0,-0.35305953,0,-0.03971982,0,-0.008271217,0,0.060009122,0,2.223378897,0,-0.471257448,0,0.267747402,0,-0.2101532,-0.09959152,-1.32969,-1.471709,-2.23394,-1.70604,-3.61618,-1.091234,-2.512547,-1.250383,-1.142066,0.4022417,-0.9793219,-1.871759,-1.154767,-0.4726466,-2.766543,-2.325249,-1.985029,0.6243587,-7.455125,3.299622,2.466696,272.2288,209.275,0,0,311.6229,217.0581,363.8055,213.9701,0,0,406.0953,210.7041,338.5278,268.395,0,0
40,1,220,150,221,221,-0.410539627,0,0.099963188,0,-0.107306391,0,0.243327379,0,-0.124783516,0,-0.195497274,0,-0.119208455,0,0.000348687,0,-0.010934949,0,2.283232689,0,-0.410539627,0,0.243327379,0,-0.1930139,-0.0290374,-1.322584,-1.325562,-2.258976,-1.639751,-3.582402,-0.9996457,-2.515468,-1.368438,-1.227364,0.3627164,-0.8985399,-1.993709,-1.235685,-0.6054747,-2.655114,-2.28566,-2.122527,0.4309298,-7.284972,3.905551,2.618246,271.8555,211.4639,0,0,309.608,217.7879,363.3534,213.8329,0,0,404.8624,210.1331,337.971,269.1114,0,0
41,1,219,150,222,222,-0.352737427,0,0.023248911,0,-0.123731822,0,0.182822227,0,-0.121304095,0,-0.228787661,0,2.38E-07,0,0.00914073,0,-0.074715257,0,2.254371881,0,-0.352737427,0,0.182822227,0,-0.2605097,-0.08901338,-1.265176,-1.37998,-2.191207,-1.610535,-3.427644,-0.9939474,-2.469745,-1.323611,-1.157544,0.4011914,-0.7810004,-1.922697,-1.194549,-0.5610828,-2.629207,-2.210634,-2.127492,0.458529,-8.253489,3.981322,2.936141,270.6195,210.8066,0,0,309.6844,218.53,362.3613,214.4769,0,0,404.2071,211.286,337.6049,270.0438,0,0
42,1,218,151,222,222,-0.362879276,0,0.085778952,0,-0.010927886,0,0.280102134,0,-0.131762743,0,-0.17931509,0,-0.015973568,0,0.039044023,0,-0.133167028,0,2.25349164,0,-0.362879276,0,0.280102134,0,-0.2718425,-0.06336354,-1.196422,-1.340267,-2.205277,-1.64468,-3.326998,-0.9554384,-2.449803,-1.34147,-1.21657,0.3801053,-0.7035449,-1.95739,-1.185568,-0.5851185,-2.591143,-2.152415,-2.171141,0.5281643,-7.943488,4.433721,2.799443,270.7786,212.106,0,0,309.0136,219.3544,361.6639,214.6755,0,0,404.6952,211.1033,336.2659,270.419,0,0
43,1,219,151,221,221,-0.295118809,0,-0.005240679,0,0.02808252,0,0.199968576,0,-0.0782516,0,-0.199276209,0,-0.024904251,0,0.030356288,0,-0.132159114,0,2.289298296,0,-0.295118809,0,0.199968576,0,-0.2576721,-0.07059212,-1.20062,-1.302243,-2.237318,-1.631138,-3.373574,-0.9734517,-2.451813,-1.350569,-1.193013,0.3244209,-0.7065932,-1.857852,-1.25112,-0.6333637,-2.500347,-2.113776,-2.226309,0.4730765,-8.258624,4.544078,2.649603,270.6572,211.8708,0,0,309.1721,219.5625,361.8743,215.1534,0,0,403.6978,211.0826,336.017,270.5249,0,0
44,1,217,151,222,222,-0.207866907,0,0.005559444,0,0.022540718,0,0.291495681,0,-0.058672726,0,-0.324270964,0,0.006263852,0,0.000156403,0,-0.126166582,0,2.220131874,0,-0.207866907,0,0.291495681,0,-0.2726945,-0.1007608,-1.206892,-1.296011,-2.180067,-1.59534,-3.475146,-1.043723,-2.378569,-1.267705,-1.096251,0.399785,-0.6837592,-1.894985,-1.111398,-0.5233528,-2.579889,-2.091448,-2.211551,0.5419305,-8.74828,4.471842,2.480881,270.1533,211.458,0,0,308.5082,219.212,361.8309,215.3764,0,0,403.932,212.4246,336.4226,270.9404,0,0
45,1,217,151,224,224,-0.410248518,0,0.112758398,0,0.02722761,0,0.319310546,0,-0.099847615,0,-0.239102125,0,0.042605937,0,0.068898678,0,-0.071570396,0,2.140666723,0,-0.410248518,0,0.319310546,0,-0.2970312,-0.08823194,-1.230981,-1.32284,-2.13643,-1.631626,-3.448003,-0.9703056,-2.391632,-1.289297,-1.052631,0.4744421,-0.5298639,-2.031606,-1.079735,-0.4736911,-2.633077,-2.08797,-2.29898,0.5675046,-8.65914,4.350458,2.410434,270.1077,211.0912,0,0,309.1307,219.7014,362.4628,215.7459,0,0,404.3112,212.0485,335.7845,272.2534,0,0
46,1,217,152,223,223,-0.227878332,0,0.008462429,0,0.209842756,0,0.343816876,0,-0.035429835,0,-0.157588959,0,0.027229428,0,0.065982223,0,-0.124548435,0,2.165465593,0,-0.227878332,0,0.343816876,0,-0.2924294,-0.08159515,-1.196842,-1.302874,-2.125103,-1.664696,-3.372354,-0.9882197,-2.35789,-1.284584,-1.122445,0.4026498,-0.619562,-1.923029,-1.152302,-0.5693212,-2.529812,-1.999541,-2.289599,0.626383,-8.843656,4.567769,2.447356,270.1002,212.2874,0,0,309.5649,219.532,362.8061,216.2866,0,0,404.1204,212.5884,336.1341,272.308,0,0
47,1,218,152,225,225,-0.456874371,0,0.02781868,0,0.105946332,0,0.176392317,0,-0.059692204,0,-0.159622431,0,-0.055932522,0,0.159453511,0,-0.08588016,0,2.213773966,0,-0.456874371,0,0.176392317,0,-0.3120868,-0.08249197,-1.223205,-1.344642,-2.269087,-1.788978,-3.506492,-1.090623,-2.462058,-1.384058,-1.280492,0.3382006,-0.5736671,-1.979494,-1.208007,-0.6270316,-2.610703,-2.09511,-2.35681,0.5302257,-9.127981,4.167269,2.376723,271.6883,213.7029,0,0,310.2895,220.5997,363.7233,216.9772,0,0,407.2261,213.2258,337.4038,272.4885,0,0
48,1,219,153,223,223,-0.034490347,0,0.032331944,0,0.161082745,0,0.205548763,0,0.031448424,0,-0.123610497,0,-0.115383625,0,0.086334944,0,-0.021509409,0,2.225172043,0,-0.034490347,0,0.205548763,0,-0.3436375,-0.1198318,-1.241792,-1.290956,-2.209535,-1.640748,-3.409926,-1.067802,-2.334019,-1.270436,-1.167449,0.3161513,-0.6446642,-1.748357,-1.173172,-0.5933715,-2.464143,-1.978249,-2.14565,0.563974,-8.962801,4.012258,2.252825,272.2181,213.4165,0,0,310.951,221.5498,364.5129,218.0536,0,0,406.3488,215.6878,338.6307,273.4572,0,0
49,1,220,154,224,224,0.000537634,0,0.028415442,0,0.04882282,0,0.257071257,0,0.070771396,0,-0.132422924,0,-0.005913377,0,0.167228818,0,0.04955709,0,2.191628218,0,0.000537634,0,0.257071257,0,-0.2807093,-0.09309854,-1.25599,-1.315758,-2.170374,-1.684394,-3.504314,-1.089115,-2.31688,-1.224491,-1.111832,0.3241504,-0.7368321,-1.750413,-1.187713,-0.543598,-2.542795,-2.01007,-2.134016,0.6349131,-8.71874,4.614923,2.079157,273.1001,213.9556,0,0,312.0735,222.0615,366.4517,219.4121,0,0,406.8211,216.6462,339.5178,275.4182,0,0
50,1,222,157,221,221,0.165970802,0,-0.283352613,0,0.028024286,0,0.19377923,0,0.125729024,0,-0.007721782,0,-0.025894403,0,0.038963079,0,-0.022262812,0,2.231661797,0,0.165970802,0,0.19377923,0,-0.07897753,0.07090881,-1.338461,-1.530468,-2.290391,-1.938154,-3.5105,-1.054269,-2.169401,-1.139006,-1.170734,0.2097035,-0.9342722,-1.504547,-1.142977,-0.6357786,-2.362994,-1.977932,-1.966119,1.143584,-8.36342,4.332523,1.956897,274.4352,217.0625,0,0,312.954,222.907,366.8943,220.9047,0,0,407.6632,218.984,340.1877,275.1745,0,0
51,1,221,158,223,223,-0.135083914,0,-0.379635096,0,-0.512821704,0,-0.271043301,0,0.115063846,0,0.010428548,0,0.399456322,0,0.236000061,0,0.097893119,0,2.216483593,0,-0.135083914,0,0.399456322,0,0.01949457,0.1287377,-1.325298,-2.1542,-2.337881,-2.081667,-3.412534,-1.021151,-2.241579,-1.078116,-1.003368,0.5204826,-0.7575652,-1.689373,-0.9578568,-0.386669,-2.590226,-1.972953,-1.995518,1.289976,-7.833939,4.088567,1.815435,274.9232,218.9016,0,0,312.4698,226.0452,366.6139,223.7916,0,0,409.8403,220.3836,340.3525,277.2025,0,0
52,1,221,159,223,223,-0.056899786,0,-0.352124929,0,-0.343568176,0,-0.244489193,0,0.076766014,0,0.063176394,0,0.349250853,0,0.282553554,0,0.090344071,0,2.211782932,0,-0.056899786,0,0.349250853,0,-0.03563501,0.128517,-1.31163,-2.131423,-2.291143,-2.001287,-3.327218,-1.032914,-2.22303,-1.124152,-1.057044,0.4629387,-0.6495884,-1.695161,-0.9971039,-0.3824613,-2.518817,-1.888782,-1.925839,1.238809,-8.150331,4.103031,1.791629,274.9326,218.8829,0,0,312.9573,227.5924,366.8815,225.1312,0,0,409.5926,221.9487,340.7384,278.7781,0,0
53,1,222,161,223,223,-0.137515068,0,-0.406428814,0,-0.44902721,0,-0.173808575,0,0.099267185,0,-0.006674528,0,0.343132079,0,0.106608272,0,1.19E-07,0,2.235031366,0,-0.137515068,0,0.343132079,0,0.02256531,0.1765423,-1.344766,-2.09041,-2.441251,-2.130559,-3.495965,-1.038928,-2.268387,-1.097042,-0.9759967,0.5132893,-0.7961955,-1.695932,-1.005014,-0.379442,-2.651382,-2.021504,-1.983116,1.227678,-8.202335,3.867581,1.669846,275.0708,220.0677,0,0,314.838,229.372,367.9216,226.266,0,0,409.9844,222.8607,341.7752,280.0282,0,0
