#Study : inntec breve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Date : 20180219 13:16:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Version : 6.3.6059.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TestRunDate : 20170428 15:39:01.919 (-05:00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Applied FACET Baseline: Joy=(0.1246796), Anger=(-1.374986), Surprise=(-1.891402), Fear=(-0.9590294), Contempt=(0.4933435), Disgust=(-0.5681291), Sadness=(-0.6981605), Neutral=(0.9820855), Positive=(0.1246796), Negative=(0.4933435), Confusion=(-1.234406), Frustration=(-0.6914423)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,Timestamp,MediaTime,PostMarker,Annotation,FrameNo,FrameTime,NoOfFaces,FaceRect X,FaceRect Y,FaceRect Width,FaceRect Height,Joy Evidence,Joy Intensity,Anger Evidence,Anger Intensity,Surprise Evidence,Surprise Intensity,Fear Evidence,Fear Intensity,Contempt Evidence,Contempt Intensity,Disgust Evidence,Disgust Intensity,Sadness Evidence,Sadness Intensity,Confusion Evidence,Confusion Intensity,Frustration Evidence,Frustration Intensity,Neutral Evidence,Neutral Intensity,Positive Evidence,Positive Intensity,Negative Evidence,Negative Intensity,AU1 Evidence,AU2 Evidence,AU4 Evidence,AU5 Evidence,AU6 Evidence,AU7 Evidence,AU9 Evidence,AU10 Evidence,AU12 Evidence,AU14 Evidence,AU15 Evidence,AU17 Evidence,AU18 Evidence,AU20 Evidence,AU23 Evidence,AU24 Evidence,AU25 Evidence,AU26 Evidence,AU28 Evidence,AU43 Evidence,Yaw Degrees,Pitch Degrees,Roll Degrees,LEFT_EYE_LATERAL X,LEFT_EYE_LATERAL Y,LEFT_EYE_PUPIL X,LEFT_EYE_PUPIL Y,LEFT_EYE_MEDIAL X,LEFT_EYE_MEDIAL Y,RIGHT_EYE_MEDIAL X,RIGHT_EYE_MEDIAL Y,RIGHT_EYE_PUPIL X,RIGHT_EYE_PUPIL Y,RIGHT_EYE_LATERAL X,RIGHT_EYE_LATERAL Y,NOSE_TIP X,NOSE_TIP Y,7 X,7 Y,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1046,,,,9,1079,1,184,264,164,164,-0.440291472,0,-0.047925115,0,-0.575609922,0,-0.473263681,0,-0.216816157,0,-0.476289451,0,0.206985235,0,0.545191526,0,0.501991957,0,0.880001664,0,-0.440291472,0,0.206985235,0,-0.5626737,-0.5977678,-0.4301349,-1.821379,-0.638281,-0.6103,-1.319721,0.1420471,-0.4811003,0.04566693,0.08124974,0.1077811,-0.6944382,-0.01538421,-0.07041549,0.04168347,-0.523991,-0.1135342,-0.8668693,0.3625919,12.1706,2.177648,-4.074946,218.4746,309.5414,0,0,256.7491,310.0385,291.3911,312.4165,0,0,321.5641,316.5426,276.3109,348.7661,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1103,,,,10,1113,1,184,265,162,162,-0.503010221,0,0.163665414,0,-0.567320108,0,-0.311986506,0,-0.11530599,0,-0.258291483,0,0.392871857,0,0.776239783,0,0.694939245,0,0.754714668,0,-0.503010221,0,0.392871857,0,-0.5932953,-0.5831864,-0.3153093,-1.757078,-0.4303399,-0.4527524,-0.9237912,0.2207367,-0.4863613,0.08104602,0.1236008,0.07464573,-0.6541611,-0.04472906,-0.1860436,-0.0399879,-0.4994699,-0.01178602,-0.7383662,0.3294182,11.32713,2.971319,-4.393867,218.2433,309.9021,0,0,256.2569,310.4622,290.659,313.7386,0,0,319.9509,314.4504,275.5213,349.0968,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1157,,,,11,1146,1,182,265,164,164,-0.179319791,0,-0.062801361,0,-0.562915802,0,-0.489893615,0,-0.025256753,0,-0.06021297,0,0.186977804,0,0.442014873,0,0.42220369,0,0.927589953,0,-0.179319791,0,0.186977804,0,-0.7197679,-0.6714501,-0.5686827,-1.882839,-0.3904686,-0.5586754,-1.073166,0.2730163,-0.4246127,0.09629036,0.1148691,0.1572323,-0.6621059,-0.02274942,-0.182213,-0.05997684,-0.4993371,-0.01352835,-0.7268405,0.2470592,11.83846,3.398044,-4.785529,216.3086,311.0175,0,0,253.5068,310.9994,289.7639,315.054,0,0,318.2203,314.1328,273.5521,350.9091,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1210,,,,12,1179,1,181,266,162,162,-0.198890865,0,0.039502144,0,-0.626535177,0,-0.287424982,0,-0.050398916,0,0.087792903,0,0.3638255,0,0.646940649,0,0.49808833,0,0.804953277,0,-0.198890865,0,0.3638255,0,-0.6312271,-0.6206168,-0.4566813,-1.794204,-0.3507349,-0.6488792,-0.875832,0.3649621,-0.4339104,0.08328051,0.06555455,0.02709945,-0.8971384,0.004809633,-0.3214106,-0.1343649,-0.4315494,-0.03625998,-0.7203224,0.172898,11.71389,4.557838,-4.591107,215.7557,311.3087,0,0,251.9092,312.7841,288.4484,315.4418,0,0,316.0508,315.4398,270.4471,352.1378,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1314,,,,13,1213,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1507,,,,14,1540,1,168,269,170,170,-0.358663417,0,-0.107384205,0,0.026106954,0,-0.397262275,0,-0.189488858,0,0.416587517,0,0.226187706,0,0.118801951,0,-0.133486569,0,0.973885417,0,-0.358663417,0,0.416587517,0,-0.6715303,-0.7181086,-0.9101971,-1.522663,-0.3411851,-0.583382,-1.049643,0.7715771,-0.482843,-0.1686109,0.148113,0.1782311,-0.4479426,-0.04159905,-0.4483933,-0.2586209,-0.1730579,0.04764168,-0.8995979,-0.64267,9.189579,9.344075,-4.839815,205.2128,316.3476,0,0,241.1288,319.1676,280.2288,321.4149,0,0,310.9295,319.5864,261.1613,357.6765,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1561,,,,15,1574,1,167,269,172,172,-0.396574445,0,-0.027215004,0,0.014564514,0,-0.415010035,0,-0.221107602,0,0.392113939,0,0.262356728,0,0.224028468,0,-0.121689796,0,1.015682101,0,-0.396574445,0,0.392113939,0,-0.6501766,-0.7389264,-0.8494966,-1.499202,-0.4333385,-0.5718777,-1.012089,0.7116898,-0.4855471,-0.2186822,0.1388577,0.1637773,-0.3707329,-0.1625004,-0.4031222,-0.206491,-0.2304765,-0.01941341,-0.7870151,-0.6340308,9.460173,8.714142,-4.415281,204.6072,316.5968,0,0,241.3916,319.1156,280.5802,321.0259,0,0,311.7616,319.6456,260.6251,357.5621,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1616,,,,16,1607,1,167,268,172,172,-0.287977554,0,-0.012698889,0,0.00099957,0,-0.380278528,0,-0.193050861,0,0.309806079,0,0.203365713,0,0.249222994,0,-0.075610876,0,1.08275938,0,-0.287977554,0,0.309806079,0,-0.6538633,-0.7360771,-0.8678398,-1.529075,-0.4666516,-0.6000211,-1.172023,0.6041901,-0.424048,-0.1975219,0.06751204,0.1096674,-0.3893081,-0.2229271,-0.3786449,-0.1809396,-0.3176498,-0.1158945,-0.7115144,-0.6588051,9.284253,8.292198,-4.193079,204.8458,316.5263,0,0,241.6083,318.9778,280.7919,320.6571,0,0,312.6155,319.2781,260.4619,357.5857,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1670,,,,17,1640,1,168,269,172,172,-0.382996,0,0.02466023,0,-0.019996643,0,-0.423823893,0,-0.204549879,0,0.379552305,0,0.282746315,0,0.331017375,0,-0.012357831,0,1.04353559,0,-0.382996,0,0.379552305,0,-0.6294264,-0.7306998,-0.84367,-1.533167,-0.433695,-0.5955612,-1.023485,0.6409323,-0.433639,-0.2140995,0.07001885,0.1372838,-0.3583793,-0.2171273,-0.3599049,-0.1563616,-0.3023469,-0.08522031,-0.6525859,-0.5951161,9.000475,8.065907,-4.065686,205.8134,316.2419,0,0,241.7046,319.3025,280.9174,320.6428,0,0,312.658,319.414,260.386,357.9152,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1723,,,,18,1674,1,168,269,171,171,-0.451124914,0,-0.048597097,0,-0.106903315,0,-0.473223865,0,-0.223512203,0,0.338586167,0,0.256490201,0,0.207451582,0,-0.096961439,0,1.055603981,0,-0.451124914,0,0.338586167,0,-0.6386998,-0.761028,-0.8668141,-1.554938,-0.4783883,-0.6342947,-1.102028,0.6438442,-0.4869778,-0.2215781,0.08726102,0.1526431,-0.4413283,-0.1822859,-0.3889225,-0.2047055,-0.3090326,-0.08766561,-0.660713,-0.6878229,8.837019,7.980375,-4.047483,205.4316,316.2381,0,0,241.7328,319.1615,280.6242,321.0408,0,0,312.1893,319.4335,259.9792,357.8633,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1905,,,,19,1938,1,163,270,172,172,-0.38750241,0,-0.044078946,0,0.059070587,0,-0.455896914,0,-0.169789791,0,0.251322895,0,0.138106346,0,0.225910187,0,-0.116112232,0,1.105438709,0,-0.38750241,0,0.251322895,0,-0.6248931,-0.682034,-0.9305146,-1.557773,-0.4281879,-0.5430987,-1.103241,0.5629777,-0.4278466,-0.2153187,0.1264653,0.1258878,-0.3368287,-0.1991346,-0.3393125,-0.1764075,-0.3322924,-0.1179513,-0.8206218,-0.504203,9.94243,9.784513,-4.137936,201.1709,317.0622,0,0,236.8939,319.9857,276.6813,321.9594,0,0,307.9585,320.2344,256.033,359.4268,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,1958,,,,20,1972,1,164,270,170,170,-0.301307313,0,-0.118038058,0,-0.109842539,0,-0.44947499,0,-0.164832503,0,0.362148792,0,0.097979307,0,0.130144358,0,-0.121431291,0,1.045275927,0,-0.301307313,0,0.362148792,0,-0.6720869,-0.7107043,-0.9747053,-1.574129,-0.3428843,-0.5448018,-1.127569,0.6404564,-0.4080492,-0.149903,0.08909032,0.1603274,-0.4775298,-0.1596131,-0.3687226,-0.1920894,-0.3288769,-0.09929346,-0.8888255,-0.588877,9.317132,9.55047,-4.167927,202.2278,317.3364,0,0,236.7813,320.0832,276.8279,322.205,0,0,306.9947,320.0294,255.4241,359.2276,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,2014,,,,21,2005,1,164,271,170,170,-0.163631238,0,-0.143265963,0,0.058897376,0,-0.406639516,0,-0.102285892,0,0.351287246,0,0.062977731,0,0.003621578,0,-0.169963062,0,1.088650584,0,-0.163631238,0,0.351287246,0,-0.6339799,-0.6688575,-1.003108,-1.581744,-0.3553772,-0.6171016,-1.224486,0.6310145,-0.3902973,-0.1265477,0.05747959,0.152157,-0.4759322,-0.1811945,-0.3923392,-0.219197,-0.3157681,-0.1287894,-0.9792243,-0.5944943,10.07766,9.574283,-4.239911,201.3091,318.183,0,0,237.6862,320.4903,276.2627,322.7006,0,0,307.3703,319.6518,256.7053,359.0576,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,2069,,,,22,2038,1,165,271,170,170,-0.296759017,0,-0.03658998,0,0.054495811,0,-0.401949584,0,-0.185555816,0,0.354871422,0,0.127395213,0,0.183775663,0,-0.083644629,0,1.038592339,0,-0.296759017,0,0.354871422,0,-0.6111206,-0.6809413,-0.9200894,-1.509235,-0.3711579,-0.595406,-1.155651,0.636872,-0.4325509,-0.1586601,0.07448858,0.1369246,-0.5060157,-0.2130811,-0.3733515,-0.2062043,-0.3205266,-0.1674246,-0.9854332,-0.6306381,10.11222,9.334281,-4.146223,201.6191,318.297,0,0,237.4171,320.5914,277.2228,322.5715,0,0,306.841,320.259,256.7382,359.4373,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,2121,,,,23,2072,1,165,271,170,170,-0.236014873,0,-0.09559381,0,0.098734498,0,-0.389457405,0,-0.115731448,0,0.388162792,0,0.073291123,0,0.052723646,0,-0.164587021,0,1.092833281,0,-0.236014873,0,0.388162792,0,-0.6166931,-0.6566831,-1.008794,-1.552228,-0.3866791,-0.6558405,-1.242883,0.6219645,-0.3958131,-0.1387534,-0.008399798,0.1077537,-0.4886139,-0.2087391,-0.3899639,-0.2264558,-0.307871,-0.1606321,-1.001806,-0.6426311,9.860199,9.515634,-3.910516,201.5238,318.9898,0,0,237.8437,320.2301,277.5453,322.5559,0,0,307.4805,320.7729,257.1971,358.9759,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,2364,,,,24,2398,1,170,272,166,166,-0.256171398,0,-0.080165863,0,-0.016005993,0,-0.25266999,0,-0.101679981,0,0.259483993,0,0.08281821,0,0.055514932,0,-0.098359048,0,0.9810341,0,-0.256171398,0,0.259483993,0,-0.5409851,-0.599632,-0.9556741,-1.439958,-0.343314,-0.5421726,-1.314116,0.6550693,-0.3774329,-0.09764247,0.05550567,0.1051507,-0.6276031,-0.2461885,-0.3299413,-0.1888293,-0.3808731,-0.2685698,-1.18515,-0.5519942,10.51742,7.977764,-3.956605,205.7423,318.3033,0,0,241.7724,320.5413,279.9337,322.4649,0,0,308.8401,320.7806,261.0287,359.0994,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,2419,,,,25,2431,1,169,271,168,168,-0.005525298,0,-0.141106009,0,0.088769436,0,-0.184720337,0,0.015861779,0,0.28788352,0,0.066437364,0,-0.022267818,0,-0.11165911,0,1.002085805,0,-0.005525298,0,0.28788352,0,-0.5741711,-0.6055423,-1.007201,-1.504502,-0.2924984,-0.4920079,-1.306031,0.5907272,-0.2830733,-0.06382162,0.04507545,0.1287799,-0.4868789,-0.2230252,-0.2882922,-0.1632141,-0.3825619,-0.2912266,-1.135444,-0.4571478,10.3443,7.816504,-3.739977,204.9641,318.339,0,0,241.1902,319.892,279.8798,322.0143,0,0,308.7353,320.1679,261.4002,359.3909,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,2472,,,,26,2464,1,169,271,167,167,-0.148623787,0,-0.126605988,0,-0.151610613,0,-0.340831816,0,-0.0305911,0,0.320668757,0,0.114781022,0,0.094793439,0,-0.100535393,0,1.031829834,0,-0.148623787,0,0.320668757,0,-0.5737276,-0.6147704,-0.9870186,-1.608896,-0.3298495,-0.5573045,-1.271933,0.5673478,-0.3117194,-0.1111732,-0.04176035,0.1400781,-0.6371222,-0.2949246,-0.318074,-0.1035611,-0.4510776,-0.3027891,-0.9887703,-0.332524,10.16026,7.475816,-3.606226,204.9696,317.5336,0,0,240.9763,319.7509,279.7461,322.5108,0,0,308.6983,320.7507,260.0204,358.5998,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,2526,,,,27,2498,1,168,271,168,168,-0.180137534,0,-0.020713329,0,-0.027081251,0,-0.273899257,0,-0.085141897,0,0.305871964,0,0.116060495,0,0.23322022,0,-0.004813015,0,1.071882486,0,-0.180137534,0,0.305871964,0,-0.550185,-0.6071171,-0.8942034,-1.466835,-0.386,-0.546646,-1.190686,0.5460859,-0.3542471,-0.1088458,0.01024821,0.1055992,-0.5602843,-0.275125,-0.3041226,-0.1140137,-0.422223,-0.3048681,-1.002682,-0.442149,10.24011,7.665434,-3.858011,204.8937,317.3909,0,0,240.5446,319.6677,279.6913,322.5163,0,0,308.7734,320.523,260.0669,359.2712,0,0,,,,,,
inntec breve,20180219,test A,40,MALE,Emotient_Baseline,TestImage,Emotient FACET,2578,,,,28,2531,1,168,271,167,167,-0.221566968,0,-0.067847371,0,-0.150742054,0,-0.322081149,0,-0.043277353,0,0.312041491,0,0.106137097,0,0.155788898,0,-0.051163971,0,1.0421803,0,-0.221566968,0,0.312041491,0,-0.5622853,-0.6244994,-0.9471093,-1.607948,-0.3329895,-0.5390728,-1.209985,0.5337703,-0.3575808,-0.102407,-0.002564898,0.1454375,-0.6282018,-0.2477684,-0.3098816,-0.1195442,-0.429243,-0.2772372,-1.03407,-0.3433273,10.27886,7.970025,-3.702152,204.2707,317.806,0,0,240.3291,319.9232,278.8532,322.0182,0,0,308.3517,320.6895,259.9532,358.2047,0,0,,,,,,
